id,english_name,sanskrit_name,category,difficulty_level,target_muscles,benefits,contraindications,duration_seconds,image_asset_path,youtube_video_id,youtube_url
pose_187,Restorative Tree Pose,Restorative Vrksasana,Balancing,Beginner,"Ankles, Calves","Improves flexibility, strengthens ankles, calves, and enhances body stability.",Dizziness,30,assets/images/poses/pose_187.png,yt_id_187,https://www.youtube.com/results?search_query=Yoga+Restorative+Tree+Pose+Tutorial
pose_188,Restorative Triangle Pose,Restorative Trikonasana,Standing,Beginner,"Groin, Hamstrings","Improves flexibility, strengthens groin, hamstrings, and enhances body stability.",Low blood pressure,30,assets/images/poses/pose_188.png,yt_id_188,https://www.youtube.com/results?search_query=Yoga+Restorative+Triangle+Pose+Tutorial
pose_189,Restorative Extended Side Angle,Restorative Utthita Parsvakonasana,Standing,Intermediate,"Waist, Hips","Improves flexibility, strengthens waist, hips, and enhances body stability.",Headache,45,assets/images/poses/pose_189.png,yt_id_189,https://www.youtube.com/results?search_query=Yoga+Restorative+Extended+Side+Angle+Tutorial
pose_190,Restorative Chair Pose,Restorative Utkatasana,Standing,Beginner,"Quads, Shoulders","Improves flexibility, strengthens quads, shoulders, and enhances body stability.",Insomnia,30,assets/images/poses/pose_190.png,yt_id_190,https://www.youtube.com/results?search_query=Yoga+Restorative+Chair+Pose+Tutorial
pose_191,Restorative Child's Pose,Restorative Balasana,Restorative,Beginner,"Lower Back, Hips","Improves flexibility, strengthens lower back, hips, and enhances body stability.",Knee injury,30,assets/images/poses/pose_191.png,yt_id_191,https://www.youtube.com/results?search_query=Yoga+Restorative+Child's+Pose+Tutorial
pose_192,Restorative Bridge Pose,Restorative Setu Bandha Sarvangasana,Backbend,Beginner,"Glutes, Spine","Improves flexibility, strengthens glutes, spine, and enhances body stability.",Neck injury,30,assets/images/poses/pose_192.png,yt_id_192,https://www.youtube.com/results?search_query=Yoga+Restorative+Bridge+Pose+Tutorial
pose_193,Restorative Wheel Pose,Restorative Urdhva Dhanurasana,Backbend,Advanced,"Shoulders, Chest","Improves flexibility, strengthens shoulders, chest, and enhances body stability.",Heart conditions,60,assets/images/poses/pose_193.png,yt_id_193,https://www.youtube.com/results?search_query=Yoga+Restorative+Wheel+Pose+Tutorial
pose_194,Restorative Crow Pose,Restorative Bakasana,Arm Balance,Advanced,"Wrists, Core","Improves flexibility, strengthens wrists, core, and enhances body stability.",Carpal tunnel,60,assets/images/poses/pose_194.png,yt_id_194,https://www.youtube.com/results?search_query=Yoga+Restorative+Crow+Pose+Tutorial
pose_195,Restorative Plank Pose,Restorative Kumbhakasana,Core,Beginner,"Abs, Arms","Improves flexibility, strengthens abs, arms, and enhances body stability.",Wrist pain,30,assets/images/poses/pose_195.png,yt_id_195,https://www.youtube.com/results?search_query=Yoga+Restorative+Plank+Pose+Tutorial
pose_196,Restorative Four-Limbed Staff Pose,Restorative Chaturanga Dandasana,Arm Balance,Intermediate,"Triceps, Core","Improves flexibility, strengthens triceps, core, and enhances body stability.",Shoulder injury,45,assets/images/poses/pose_196.png,yt_id_196,https://www.youtube.com/results?search_query=Yoga+Restorative+Four-Limbed+Staff+Pose+Tutorial
pose_197,Restorative Camel Pose,Restorative Ustrasana,Backbend,Intermediate,"Quads, Chest","Improves flexibility, strengthens quads, chest, and enhances body stability.",High blood pressure,45,assets/images/poses/pose_197.png,yt_id_197,https://www.youtube.com/results?search_query=Yoga+Restorative+Camel+Pose+Tutorial
pose_198,Restorative Pigeon Pose,Restorative Eka Pada Rajakapotasana,Seated,Intermediate,"Hip Flexors, Glutes","Improves flexibility, strengthens hip flexors, glutes, and enhances body stability.",Knee tightness,45,assets/images/poses/pose_198.png,yt_id_198,https://www.youtube.com/results?search_query=Yoga+Restorative+Pigeon+Pose+Tutorial
pose_199,Restorative Seated Forward Bend,Restorative Paschimottanasana,Seated,Beginner,"Hamstrings, Spine","Improves flexibility, strengthens hamstrings, spine, and enhances body stability.",Asthma,30,assets/images/poses/pose_199.png,yt_id_199,https://www.youtube.com/results?search_query=Yoga+Restorative+Seated+Forward+Bend+Tutorial
pose_200,Restorative Corpse Pose,Restorative Savasana,Restorative,Beginner,Full Body,"Improves flexibility, strengthens full body, and enhances body stability.",None,30,assets/images/poses/pose_200.png,yt_id_200,https://www.youtube.com/results?search_query=Yoga+Restorative+Corpse+Pose+Tutorial
